Unit;CPT01;
org.apache.cassandra.service.AntiEntropyService$RepairSession$RepairJob;X;
org.apache.cassandra.service.AntiEntropyService$TreeRequest;X;
org.apache.cassandra.service.AntiEntropyService$TreeRequestVerbHandler;X;
org.apache.cassandra.service.AntiEntropyService$TreeResponse;X;
org.apache.cassandra.service.AntiEntropyService$TreeResponseVerbHandler;X;
org.apache.cassandra.service.AntiEntropyService$Validator;X;
org.apache.cassandra.service.AsyncRepairCallback;X;
org.apache.cassandra.service.CassandraDaemon;X;
org.apache.cassandra.service.ClientState;X;
org.apache.cassandra.service.DatacenterReadCallback;X;
org.apache.cassandra.service.DatacenterSyncWriteResponseHandler;X;
org.apache.cassandra.service.DatacenterWriteResponseHandler;X;
org.apache.cassandra.service.DigestMismatchException;X;
org.apache.cassandra.service.EmbeddedCassandraService;X;
org.apache.cassandra.service.GCInspector;X;
org.apache.cassandra.service.IReadCommand;X;
org.apache.cassandra.service.IResponseResolver;X;
org.apache.cassandra.service.IWriteResponseHandler;X;
org.apache.cassandra.service.IndexScanVerbHandler;X;
org.apache.cassandra.service.LoadBroadcaster;X;
org.apache.cassandra.service.MigrationManager;X;
org.apache.cassandra.service.RangeSliceResponseResolver;X;
org.apache.cassandra.service.RangeSliceResponseResolver$Reducer;X;
org.apache.cassandra.service.RangeSliceResponseResolver$RowIterator;X;
org.apache.cassandra.service.RangeSliceVerbHandler;X;
org.apache.cassandra.service.ReadCallback;X;
org.apache.cassandra.service.ReadCallback$AsyncRepairRunner;X;
org.apache.cassandra.service.RepairCallback;X;
org.apache.cassandra.service.RowDigestResolver;X;
org.apache.cassandra.service.RowRepairResolver;X;
org.apache.cassandra.service.SocketSessionManagementService;X;
org.apache.cassandra.service.StorageProxy;X;
org.apache.cassandra.service.StorageProxy$DroppableRunnable;X;
org.apache.cassandra.service.StorageProxy$LocalReadRunnable;X;
org.apache.cassandra.service.StorageProxy$WritePerformer;X;
org.apache.cassandra.service.StorageProxyMBean;X;
org.apache.cassandra.service.StorageService;X;
org.apache.cassandra.service.StorageServiceMBean;X;
org.apache.cassandra.service.TruncateResponseHandler;X;
org.apache.cassandra.service.WriteResponseHandler;X;
org.apache.cassandra.streaming.FileStreamTask;X;
org.apache.cassandra.streaming.IncomingStreamReader;X;
org.apache.cassandra.streaming.PendingFile;X;
org.apache.cassandra.streaming.PendingFile$PendingFileSerializer;X;
org.apache.cassandra.streaming.ReplicationFinishedVerbHandler;X;
org.apache.cassandra.streaming.StreamHeader;X;
org.apache.cassandra.streaming.StreamHeader$StreamHeaderSerializer;X;
org.apache.cassandra.streaming.StreamIn;X;
org.apache.cassandra.streaming.StreamInSession;X;
org.apache.cassandra.streaming.StreamOut;X;
org.apache.cassandra.streaming.StreamOutSession;X;
org.apache.cassandra.streaming.StreamReply;X;
org.apache.cassandra.streaming.StreamReply$FileStatusSerializer;X;
org.apache.cassandra.streaming.StreamReplyVerbHandler;X;
org.apache.cassandra.streaming.StreamRequestMessage;X;
org.apache.cassandra.streaming.StreamRequestMessage$StreamRequestMessageSerializer;X;
org.apache.cassandra.streaming.StreamRequestVerbHandler;X;
org.apache.cassandra.streaming.StreamingRepairTask;X;
org.apache.cassandra.streaming.StreamingRepairTask$StreamingRepairRequest;X;
org.apache.cassandra.streaming.StreamingRepairTask$StreamingRepairResponse;X;
org.apache.cassandra.streaming.StreamingRepairTask$StreamingRepairTaskSerializer;X;
org.apache.cassandra.streaming.StreamingService;X;
org.apache.cassandra.streaming.StreamingServiceMBean;X;
org.apache.cassandra.thrift.CassandraDaemon;X;
org.apache.cassandra.thrift.CassandraDaemon$ThriftServer;X;
org.apache.cassandra.thrift.CassandraServer;X;
org.apache.cassandra.thrift.CustomTHsHaServer;X;
org.apache.cassandra.thrift.CustomTHsHaServer$Invocation;X;
org.apache.cassandra.thrift.CustomTHsHaServer$SelectorThread;X;
org.apache.cassandra.thrift.CustomTNonBlockingServer;X;
org.apache.cassandra.thrift.CustomTThreadPoolServer;X;
org.apache.cassandra.thrift.CustomTThreadPoolServer$WorkerProcess;X;
org.apache.cassandra.thrift.TBinaryProtocol;X;
org.apache.cassandra.thrift.TBinaryProtocol$Factory;X;
org.apache.cassandra.thrift.TCustomNonblockingServerSocket;X;
org.apache.cassandra.thrift.TCustomServerSocket;X;
org.apache.cassandra.thrift.ThriftValidation;X;
org.apache.cassandra.tools.BulkLoader;X;
org.apache.cassandra.tools.BulkLoader$CmdLineOptions;X;
org.apache.cassandra.tools.BulkLoader$ExternalClient;X;
org.apache.cassandra.tools.BulkLoader$LoaderOptions;X;
org.apache.cassandra.tools.BulkLoader$ProgressIndicator;X;
org.apache.cassandra.tools.ColumnFamilyStoreMBeanIterator;X;
org.apache.cassandra.tools.GetVersion;X;
org.apache.cassandra.tools.NodeCmd;X;
org.apache.cassandra.tools.NodeCmd$ToolCommandLine;X;
org.apache.cassandra.tools.NodeCmd$ToolOptions;X;
org.apache.cassandra.tools.NodeProbe;X;
org.apache.cassandra.tools.SSTableExport;X;
org.apache.cassandra.tools.SSTableImport;X;
org.apache.cassandra.tools.SSTableImport$JsonColumn;X;
org.apache.cassandra.tools.ThreadPoolProxyMBeanIterator;X;
org.apache.cassandra.utils.AbstractStatsDeque;X;
org.apache.cassandra.utils.Allocator;X;
org.apache.cassandra.utils.BloomCalculations;X;
org.apache.cassandra.utils.BloomCalculations$BloomSpecification;X;
org.apache.cassandra.utils.BloomFilter;X;
org.apache.cassandra.utils.BloomFilterSerializer;X;
org.apache.cassandra.utils.BoundedStatsDeque;X;
org.apache.cassandra.utils.ByteBufferUtil;X;
org.apache.cassandra.utils.BytesReadTracker;X;
org.apache.cassandra.utils.CLibrary;X;
org.apache.cassandra.utils.CloseableIterator;X;
org.apache.cassandra.utils.DefaultDouble;X;
org.apache.cassandra.utils.DefaultInteger;X;
org.apache.cassandra.utils.DestructivePQIterator;X;
org.apache.cassandra.utils.EstimatedHistogram;X;
org.apache.cassandra.utils.EstimatedHistogram$EstimatedHistogramSerializer;X;
org.apache.cassandra.utils.ExpiringMap;X;
org.apache.cassandra.utils.ExpiringMap$CacheableObject;X;
org.apache.cassandra.utils.FBUtilities;X;
org.apache.cassandra.utils.FBUtilities$WrappedCloseableIterator;X;
org.apache.cassandra.utils.Filter;X;
org.apache.cassandra.utils.GuidGenerator;X;
org.apache.cassandra.utils.HeapAllocator;X;
org.apache.cassandra.utils.IMergeIterator;X;
org.apache.cassandra.utils.IntervalTree.Interval;X;
org.apache.cassandra.utils.IntervalTree.IntervalNode;X;
org.apache.cassandra.utils.IntervalTree.IntervalTree;X;
org.apache.cassandra.utils.LatencyTracker;X;
org.apache.cassandra.utils.LegacyBloomFilter;X;
org.apache.cassandra.utils.LegacyBloomFilterSerializer;X;
org.apache.cassandra.utils.MergeIterator;X;
org.apache.cassandra.utils.MergeIterator$Candidate;X;
org.apache.cassandra.utils.MergeIterator$ManyToOne;X;
org.apache.cassandra.utils.MergeIterator$OneToOne;X;
org.apache.cassandra.utils.MergeIterator$Reducer;X;
org.apache.cassandra.utils.MergeIterator$TrivialOneToOne;X;
org.apache.cassandra.utils.MerkleTree;X;
org.apache.cassandra.utils.MerkleTree$Hashable;X;
org.apache.cassandra.utils.MerkleTree$Hashable$HashableSerializer;X;
org.apache.cassandra.utils.MerkleTree$Inner;X;
org.apache.cassandra.utils.MerkleTree$Inner$InnerSerializer;X;
org.apache.cassandra.utils.MerkleTree$Leaf;X;
org.apache.cassandra.utils.MerkleTree$Leaf$LeafSerializer;X;
org.apache.cassandra.utils.MerkleTree$MerkleTreeSerializer;X;
org.apache.cassandra.utils.MerkleTree$RowHash;X;
org.apache.cassandra.utils.MerkleTree$StopRecursion;X;
org.apache.cassandra.utils.MerkleTree$StopRecursion$BadRange;X;
org.apache.cassandra.utils.MerkleTree$StopRecursion$InvalidHash;X;
org.apache.cassandra.utils.MerkleTree$StopRecursion$TooDeep;X;
org.apache.cassandra.utils.MerkleTree$TreeRange;X;
org.apache.cassandra.utils.MerkleTree$TreeRangeIterator;X;
org.apache.cassandra.utils.MurmurHash;X;
org.apache.cassandra.utils.Mx4jTool;X;
org.apache.cassandra.utils.NodeId;X;
org.apache.cassandra.utils.NodeId$LocalIds;X;
org.apache.cassandra.utils.NodeId$LocalNodeIdHistory;X;
org.apache.cassandra.utils.NodeId$NodeIdRecord;X;
org.apache.cassandra.utils.NodeId$OneShotRenewer;X;
org.apache.cassandra.utils.Pair;X;
org.apache.cassandra.utils.ResourceWatcher;X;
org.apache.cassandra.utils.ResourceWatcher$WatchedResource;X;
org.apache.cassandra.utils.SimpleCondition;X;
org.apache.cassandra.utils.SkipNullRepresenter;X;
org.apache.cassandra.utils.SlabAllocator;X;
org.apache.cassandra.utils.SlabAllocator$Region;X;
org.apache.cassandra.utils.StatusLogger;X;
org.apache.cassandra.utils.Throttle;X;
org.apache.cassandra.utils.Throttle$ThroughputFunction;X;
org.apache.cassandra.utils.UUIDGen;X;
org.apache.cassandra.utils.WrappedRunnable;X;
org.apache.cassandra.utils.XMLUtils;X;
org.apache.cassandra.utils.obs.ArrayUtil;X;
org.apache.cassandra.utils.obs.BitUtil;X;
org.apache.cassandra.utils.obs.OpenBitSet;X;
