Unit;ADR13;ADR14;ADR15;ADR16;Ocurrences;Class DeF
org.apache.cassandra.concurrent.SharedExecutorPool;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.concurrent.StageManager;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.concurrent.StageManager$ExecuteOnlyExecutor;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.config.CFMetaData$SpeculativeRetry;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.config.Config;1.0;0.0;0.0;1.0;2.0;0.5
org.apache.cassandra.config.DatabaseDescriptor;1.0;1.0;0.0;0.0;2.0;0.5
org.apache.cassandra.config.KSMetaData;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.config.ParameterizedClass;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.config.RequestSchedulerOptions;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.config.Schema;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.config.TriggerDefinition;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.config.UTMetaData;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.config.YamlConfigurationLoader;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.config.YamlConfigurationLoader$MissingPropertiesChecker;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.AbstractMarker;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.AbstractMarker$INRaw;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.AbstractMarker$Raw;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Attributes;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Attributes$Raw;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.BatchQueryOptions;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.BatchQueryOptions$WithPerStatementVariables;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.BatchQueryOptions$WithoutPerStatementVariables;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.CQL3Type$Collection;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.CQL3Type$Custom;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.CQL3Type$Raw;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.CQL3Type$Raw$RawCollection;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.CQL3Type$Raw$RawTuple;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.CQL3Type$Raw$RawType;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.CQL3Type$Raw$RawUT;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.CQL3Type$Tuple;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.CQL3Type$UserDefined;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.ColumnCondition;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.ColumnCondition$Bound;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.ColumnCondition$CollectionBound;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.ColumnCondition$CollectionInBound;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.ColumnCondition$ElementAccessBound;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.ColumnCondition$ElementAccessInBound;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.ColumnCondition$Raw;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.ColumnCondition$SimpleBound;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.ColumnCondition$SimpleInBound;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.ColumnIdentifier$Raw;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Constants;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Constants$Adder;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Constants$Deleter;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Constants$Literal;1.0;1.0;1.0;0.0;3.0;0.75
org.apache.cassandra.cql3.Constants$Marker;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Constants$Setter;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Constants$Substracter;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.CustomPayloadMirroringQueryHandler;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.ErrorCollector;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.IndexName;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Json;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Json$ColumnValue;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Json$DelayedColumnValue;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Json$Literal;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Json$Marker;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Json$Prepared;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Json$PreparedLiteral;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Json$PreparedMarker;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.KeyspaceElementName;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Lists;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Lists$Appender;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Lists$DelayedValue;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Lists$Discarder;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Lists$DiscarderByIndex;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Lists$Literal;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Lists$Marker;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Lists$PrecisionTime;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Lists$Prepender;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Lists$Setter;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Lists$SetterByIndex;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Lists$Value;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Maps;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Maps$DelayedValue;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Maps$DiscarderByKey;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Maps$Literal;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Maps$Marker;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Maps$Putter;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Maps$Setter;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Maps$SetterByKey;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Maps$Value;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.MultiColumnRelation;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.Operation;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Operation$Addition;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Operation$ColumnDeletion;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Operation$ElementDeletion;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Operation$Prepend;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Operation$SetElement;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Operation$SetValue;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Operation$Substraction;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.QueryOptions$Codec;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.QueryOptions$DefaultQueryOptions;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.QueryOptions$OptionsWithNames;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.QueryOptions$QueryOptionsWrapper;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.QueryOptions$SpecificOptions;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.QueryProcessor;1.0;1.0;1.0;0.0;3.0;0.75
org.apache.cassandra.cql3.QueryProcessor$MigrationSubscriber;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.Relation;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.ResultSet;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.ResultSet$Codec;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.ResultSet$PreparedMetadata;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.ResultSet$PreparedMetadata$Codec;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.ResultSet$ResultMetadata;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.ResultSet$ResultMetadata$Codec;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.RoleName;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Sets;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Sets$Adder;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Sets$DelayedValue;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Sets$Discarder;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Sets$ElementDiscarder;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Sets$Literal;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Sets$Marker;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Sets$Setter;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Sets$Value;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.SingleColumnRelation;1.0;1.0;1.0;0.0;3.0;0.75
org.apache.cassandra.cql3.Terms;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Terms$<unknown>;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.TokenRelation;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Tuples;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Tuples$DelayedValue;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Tuples$INRaw;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Tuples$InMarker;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Tuples$InValue;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Tuples$Literal;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.Tuples$Marker;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Tuples$Raw;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.Tuples$Value;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.TypeCast;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.UTName;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.UntypedResultSet;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.UntypedResultSet$FromPager;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.UntypedResultSet$FromResultList;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.UntypedResultSet$FromResultSet;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.UntypedResultSet$Row;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.UpdateParameters;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.UserTypes;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.UserTypes$DelayedValue;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.UserTypes$Literal;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.functions.AbstractFunction;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.functions.AggregateFcts;1.0;0.0;0.0;1.0;2.0;0.5
org.apache.cassandra.cql3.functions.BytesConversionFcts;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.functions.FromJsonFct;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.functions.FunctionCall;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.functions.FunctionCall$Raw;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.functions.Functions;1.0;1.0;1.0;0.0;3.0;0.75
org.apache.cassandra.cql3.functions.Functions$FunctionsMigrationListener;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.functions.JavaSourceUDFFactory;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.functions.JavaSourceUDFFactory$EcjCompilationUnit;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.functions.JavaSourceUDFFactory$EcjTargetClassLoader;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.functions.NativeAggregateFunction;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.functions.NativeFunction;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.functions.NativeScalarFunction;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.functions.ScriptBasedUDF;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.functions.TimeFcts;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.functions.ToJsonFct;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.functions.TokenFct;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.functions.UDAggregate;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.functions.UDFunction;1.0;1.0;1.0;0.0;3.0;0.75
org.apache.cassandra.cql3.functions.UDHelper;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.functions.UuidFcts;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.restrictions.AbstractPrimaryKeyRestrictions;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.AbstractRestriction;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.ForwardingPrimaryKeyRestrictions;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction$EQ;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction$IN;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction$InWithMarker;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction$InWithValues;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction$Slice;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.restrictions.PrimaryKeyRestrictionSet;1.0;1.0;1.0;0.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.RestrictionSet;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.restrictions.RestrictionSet$<unknown>;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.restrictions.ReversedPrimaryKeyRestrictions;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$Contains;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$EQ;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$IN;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$InWithMarker;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$InWithValues;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$Slice;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.StatementRestrictions;1.0;1.0;1.0;0.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.TermSlice;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.TokenFilter;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.restrictions.TokenRestriction;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.restrictions.TokenRestriction$EQ;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.restrictions.TokenRestriction$Slice;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.AbstractFunctionSelector;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.AggregateFunctionSelector;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.FieldSelector;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.RawSelector;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.ScalarFunctionSelector;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.Selectable;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.selection.Selectable$WithFieldSelection;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.Selectable$WithFieldSelection$Raw;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.Selectable$WithFunction;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.Selectable$WithFunction$Raw;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.Selectable$WritetimeOrTTL;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.Selectable$WritetimeOrTTL$Raw;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.Selection;1.0;0.0;1.0;0.0;2.0;0.5
org.apache.cassandra.cql3.selection.Selection$ResultSetBuilder;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.Selection$SelectionWithProcessing;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.Selection$SimpleSelection;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.SelectionColumnMapping;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.Selector;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.Selector$Factory;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.SelectorFactories;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.SelectorFactories$<unknown>;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.selection.SimpleSelector;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.selection.WritetimeOrTTLSelector;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.statements.AlterKeyspaceStatement;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.statements.AlterRoleStatement;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.statements.AlterTableStatement;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.statements.AlterTypeStatement;1.0;1.0;1.0;0.0;3.0;0.75
org.apache.cassandra.cql3.statements.AlterTypeStatement$AddOrAlter;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.statements.AlterTypeStatement$Renames;1.0;1.0;1.0;1.0;4.0;1.0
org.apache.cassandra.cql3.statements.AuthenticationStatement;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.statements.AuthorizationStatement;1.0;0.0;1.0;1.0;3.0;0.75
org.apache.cassandra.cql3.statements.BatchStatement;1.0;1.0;1.0;0.0;3.0;0.75
